habitacion,bano,estaciona,propiedad,precio
2,1,1,88,595000
3,2,2,4497,690000
5,2,2,580,1401000
3,2,2,255,808000
4,1,1,570,1031000
2,1,2,145,600000
3,2,2,175,655000
3,1,1,662,1195000
3,2,2,285,850000
4,2,2,1180,830000
3,1,2,674,1076000
4,2,2,635,1362000
2,1,1,110,690000
3,1,1,639,1375000
3,1,1,827,1400000
2,1,2,247,475000
5,3,2,649,1030000
4,1,4,836,1455000
3,1,2,0,1125000
5,4,2,2064,3850000
3,1,1,624,1605000
2,1,1,1473,470000
3,2,2,1232,2150000
4,3,3,948,1740000
4,2,2,830,1660000
3,2,2,356,1260000
4,2,2,1004,2200000
2,1,1,0,485000
3,1,1,1073,1651000
4,3,2,583,1875000
4,3,3,826,1797000
3,2,1,180,1050000
1,1,1,0,405000
3,1,0,610,551000
3,1,2,600,350000
2,1,1,197,280000
3,1,2,650,425000
3,1,2,600,537000
3,1,2,647,600000
3,1,1,601,460000
3,1,3,624,611000
3,1,2,598,495000
2,1,2,729,472500
3,1,1,607,421000
3,2,1,218,480000
2,1,1,907,980000
5,2,2,544,1000000
2,1,0,640,731000
4,1,1,465,610000
2,1,1,128,380000
3,1,2,556,690000
3,2,1,468,607500
2,1,1,770,705500
2,2,1,180,677200
2,2,2,269,1155000
2,1,1,259,817000
3,2,2,275,1035000
2,1,1,224,677500
1,1,1,370,630000
3,1,1,350,760000
2,2,0,84,730000
1,1,0,272,750000
2,1,1,117,440000
2,1,1,220,685000
3,1,1,325,967500
1,1,1,0,210000
3,2,0,272,1340000
4,2,1,276,925000
2,1,1,0,270000
4,2,1,274,1275000
3,1,1,275,925000
3,2,1,343,1336000
1,1,1,0,200000
4,3,2,286,1100000
4,2,1,650,1500000
3,1,2,701,1470000
3,2,2,302,1160000
1,2,2,242,1100000
2,1,1,274,820000
2,1,1,129,690000
2,1,1,161,740000
3,2,1,277,975000
3,1,2,595,1060000
2,1,2,275,680000
2,1,1,0,825000
3,1,2,618,1430000
2,1,1,697,435000
3,2,2,834,1370000
2,2,2,5289,605000
3,1,6,612,1355000
3,2,2,0,785000
3,1,1,700,1420000
4,2,2,660,1610000
1,1,1,0,290000
2,1,2,313,910500
1,1,1,0,331000
2,1,1,0,685000
1,1,1,0,256500
3,2,2,627,1365000
3,2,2,0,860000
5,2,2,683,1300000
3,1,1,181,835000
2,2,2,1318,720000
2,2,1,293,861500
2,2,1,5289,500000
3,2,1,690,1670000
4,2,2,557,1400000
2,1,2,0,692000
4,1,1,102,603000
3,1,1,554,1076000
3,2,2,506,1100000
1,1,1,0,291000
4,3,2,297,1200000
3,2,2,553,1090000
3,1,2,735,1220000
4,2,2,990,1800000
2,1,1,0,435000
3,1,1,560,1641000
2,1,1,186,745500
3,1,1,345,1260000
3,2,2,650,1401000
4,1,2,903,2250000
4,2,2,705,1715000
2,1,1,719,1960000
1,1,1,0,250000
1,1,1,0,290000
3,1,1,703,1708000
2,1,1,250,758000
3,1,1,805,1920000
3,2,2,378,1256000
4,2,1,678,1918000
3,1,1,265,900000
4,2,2,702,1875000
2,1,1,516,1250000
3,1,1,690,1360000
3,2,2,667,1770000
1,1,1,0,435000
3,3,4,464,1836000
3,2,2,326,1250000
2,1,1,0,950000
1,1,1,0,260000
3,2,3,0,822500
2,1,1,210,810000
3,1,1,551,1322000
2,1,1,0,861000
2,1,2,300,765000
3,2,2,379,973000
4,3,1,718,1845000
3,1,2,578,1535000
4,2,2,691,2005000
3,2,1,180,932000
4,2,2,862,1500000
1,1,1,0,260000
4,2,2,666,1390000
3,1,1,397,940000
1,1,1,0,296000
4,2,2,668,1850000
2,1,1,0,475000
3,2,1,238,820000
3,2,1,382,940000
3,1,2,595,1668000
3,2,2,0,1470000
2,1,1,533,981000
2,1,1,0,430000
1,1,1,0,362000
2,1,1,0,410000
4,2,2,144,1197000
3,2,2,692,1690000
1,1,1,0,447000
2,1,2,452,1177000
2,1,1,94,617500
2,1,1,0,479500
4,2,2,647,2050000
2,1,1,0,405000
2,1,1,0,450000
3,1,1,533,1061000
6,3,2,554,1020000
2,1,1,444,912500
3,2,2,355,1074000
3,1,2,601,1021000
3,1,6,970,1415000
4,1,1,255,710000
4,2,3,390,837000
3,1,1,361,850000
4,2,2,497,850000
4,2,1,0,520000
2,1,1,0,347000
4,2,2,0,1225000
2,1,2,0,438000
2,1,1,92,360000
3,1,1,144,620000
2,1,1,80,415000
3,1,2,302,723000
4,2,1,0,530000
3,1,2,347,967000
3,1,1,442,840000
1,1,1,0,241000
3,1,1,412,910000
2,1,1,0,470000
3,1,3,440,820000
3,1,1,353,756000
3,1,4,596,845000
4,1,3,511,850000
3,1,2,255,620000
2,1,4,596,1001000
3,2,3,336,875000
2,1,1,148,520000
3,1,2,434,915000
2,1,2,426,830000
2,2,1,0,510000
2,1,1,154,545000
3,1,1,466,691000
3,1,4,495,991000
3,1,3,448,913000
2,1,2,462,850000
2,1,1,308,705000
3,1,1,405,709000
3,2,3,446,900000
2,1,1,259,790000
3,1,1,267,770000
2,1,2,161,495000
3,1,4,1000,1575000
2,1,2,626,326500
3,2,2,520,1028000
1,1,1,628,288000
4,1,2,536,1151500
3,1,2,501,860000
3,1,3,372,805000
2,1,1,0,262500
2,1,1,0,450000
3,2,3,466,935000
4,2,1,665,830000
2,1,1,0,456000
3,1,1,321,660000
2,1,1,781,420000
3,2,2,335,820000
5,2,2,352,1030000
3,1,1,397,878000
2,1,2,672,765000
3,2,3,628,730000
2,1,0,697,730000
3,2,2,605,593000
4,1,2,837,816000
3,1,1,706,720000
2,1,1,74,300000
2,1,2,697,670000
3,1,1,697,685000
2,1,1,534,600000
3,1,1,697,600000
1,1,1,2347,185000
3,1,1,199,463000
2,1,1,0,319000
4,1,1,697,660000
3,2,7,420,560000
3,1,0,695,625000
3,1,3,743,791000
2,1,1,497,541000
3,1,2,534,760000
3,1,0,697,840000
2,1,1,36,145000
2,1,2,463,460000
2,1,1,0,190000
3,1,1,131,430000
2,1,2,191,507000
3,1,2,715,892000
2,2,1,0,695000
3,1,2,553,1160000
3,2,1,295,1330000
2,1,1,1035,695000
2,1,1,0,812000
2,1,1,0,350000
2,1,1,100,630000
2,2,1,81,635000
2,1,1,0,636500
5,3,2,688,2575000
2,1,1,0,445000
2,1,1,0,710000
2,1,1,1784,640000
2,1,2,553,1010000
2,1,1,0,305000
2,1,1,0,400000
3,1,1,670,880000
3,1,2,689,1076000
3,1,2,602,1045000
2,1,1,211,600000
3,1,2,553,1225000
3,1,2,650,1035000
3,1,2,340,690000
3,2,2,544,1050000
3,1,2,643,1045000
2,1,2,691,865000
3,1,2,548,1033000
4,1,2,683,991000
4,1,2,802,1641000
2,1,1,156,655000
2,2,2,607,750000
3,1,2,543,1025000
3,1,2,119,637000
3,2,2,279,633500
4,1,2,604,1180000
3,1,1,685,1124000
3,1,2,528,1225000
3,2,1,728,855000
5,3,2,695,1600000
3,1,1,112,665000
2,1,1,722,605000
2,1,0,477,660000
1,1,1,486,327000
2,1,0,785,570000
2,2,1,66,755000
4,2,3,485,1925000
2,1,1,0,520000
2,1,2,176,1000000
2,1,1,115,725000
1,1,1,0,425000
3,2,2,324,1280000
2,1,0,146,1000000
2,1,1,0,546000
3,2,2,324,1475000
2,1,0,138,895000
1,1,1,0,405000
2,1,1,131,1015000
2,1,1,125,930000
1,1,1,0,415000
3,2,2,263,1900000
2,1,1,0,662500
2,1,0,128,831000
2,1,1,144,1110000
2,1,1,0,565000
2,1,1,151,1010000
3,1,1,326,1300000
2,2,2,138,1300000
1,1,1,0,360000
4,2,2,0,1370000
2,2,2,0,800000
5,1,3,669,930000
2,2,1,151,650000
3,1,5,669,985000
4,3,1,662,915000
3,2,2,738,845000
3,2,3,669,941000
0,1,1,224,1030000
2,1,2,462,392250
3,1,2,144,508000
2,1,1,78,420000
2,1,1,126,506000
3,2,2,337,855000
2,1,1,78,380000
2,1,1,228,611000
4,2,2,697,1260000
4,3,2,528,931999
3,2,4,556,800000
4,3,2,541,950000
4,2,2,539,780000
2,1,1,0,503000
3,2,1,337,1257000
4,2,1,621,1562000
2,1,1,321,1100000
3,3,2,650,1740000
2,1,1,0,315000
20,1,2,875,1650000
3,1,2,658,1380000
2,1,2,0,620000
5,2,1,521,1335000
2,1,1,472,1000000
3,2,2,537,860000
5,3,6,705,1415000
4,3,4,697,2000000
3,1,1,696,720000
2,1,1,161,380000
4,2,1,697,843000
3,1,1,255,501000
4,2,7,754,820500
3,1,1,695,722000
4,3,1,308,746000
3,2,2,260,685000
3,1,1,166,455000
4,2,1,231,600000
3,1,1,338,575000
3,2,2,554,566000
3,2,2,236,1250000
2,1,1,0,393000
2,1,1,0,440000
2,1,1,0,595000
4,3,3,474,2200000
3,1,2,341,1700000
4,2,1,256,1908000
4,2,2,273,1330000
3,3,2,240,1300000
2,1,1,70,470000
4,2,2,746,1740000
3,1,1,178,1700000
1,1,1,0,1100000
3,2,0,130,2155000
3,2,0,140,2115000
2,1,1,263,2810000
2,1,1,236,2130000
4,1,0,306,2950000
3,1,1,163,2150000
3,1,1,185,2035000
2,1,1,115,1500000
2,1,0,111,1190000
1,1,1,915,320000
3,2,2,528,1285000
4,2,2,600,1975000
1,1,1,0,316000
3,1,2,606,916000
3,1,2,534,750000
3,1,3,535,910000
2,2,3,311,1859000
2,2,1,189,1200000
2,1,1,0,480000
3,2,2,1803,1635000
2,2,0,195,1705000
3,2,2,0,1005000
2,1,1,869,852000
2,1,2,0,690000
3,2,3,395,2120000
1,1,0,0,405000
5,3,3,468,2100000
3,1,1,450,1435000
2,1,1,226,1020000
3,2,2,209,1041000
2,2,1,103,565000
6,3,2,1012,2250000
4,3,2,0,900000
3,2,1,542,1490000
3,1,2,538,1230000
2,1,0,341,1050000
2,1,1,202,1005000
4,3,2,230,1316500
2,1,2,803,1495000
4,1,1,656,1126000
2,1,1,78,822000
2,1,2,162,770000
3,2,2,235,890000
3,2,1,292,765000
3,1,2,615,881000
4,1,2,697,850000
4,3,2,656,1300000
5,2,2,889,1250000
3,1,1,585,760000
4,3,3,857,1600000
2,1,2,667,1900000
3,1,1,696,1922000
4,2,2,627,2000000
3,1,1,350,700000
4,3,2,636,1890000
4,2,1,677,1630000
2,2,1,196,800000
0,0,0,818,1670000
4,3,2,627,1725000
3,1,2,730,1110000
3,2,3,601,894000
2,1,4,616,1402000
3,1,2,657,1500000
2,1,3,579,1100000
6,2,2,702,2000000
2,1,3,225,710000
2,2,1,0,620000
4,2,1,207,1105000
3,2,2,334,1303000
3,3,2,338,1375000
4,2,2,352,1300000
3,1,2,614,1286000
4,2,2,650,1920000
3,2,2,674,1968500
3,1,2,242,845000
4,2,2,478,1107000
3,1,1,681,641500
2,1,1,0,725000
4,3,2,635,1515000
3,1,3,337,986000
3,1,2,290,830000
3,1,2,162,767000
4,3,2,620,1860000
3,2,2,369,1200000
3,1,2,625,1175000
3,2,2,372,1225000
3,2,2,301,1055000
5,2,2,652,1351000
2,1,2,848,1962000
3,1,1,294,810000
3,2,2,321,850000
2,1,1,1026,535000
3,1,2,733,1640000
3,1,1,289,809000
3,1,2,689,1510000
4,1,2,587,1292000
3,1,2,589,1165000
3,2,2,557,959000
3,1,1,612,1251000
3,3,2,604,1205000
2,1,1,171,780000
2,1,1,0,572000
3,1,2,414,910000
3,1,2,689,1760000
5,2,2,631,1726000
2,1,1,257,990000
2,1,1,156,646500
3,2,2,693,2080000
2,1,2,555,610000
3,1,2,597,925000
2,1,1,604,760000
3,1,0,556,771000
3,2,1,145,441700
4,3,2,475,1000000
3,1,3,586,730000
3,2,2,517,2575000
4,4,2,473,2900000
5,4,4,1276,5800000
3,2,2,393,2140000
3,2,2,0,2225000
2,1,1,444,975000
4,2,2,920,4225000
3,2,4,0,2100000
3,2,1,188,1392000
3,3,2,440,2445000
2,1,1,1647,520000
4,2,2,286,2000000
2,1,1,873,1350000
3,2,3,503,1900000
2,1,1,118,1002500
4,3,2,402,2415000
2,1,2,211,1055000
3,2,2,0,1990000
3,2,4,649,3025000
3,1,1,431,1502000
3,2,2,0,1221000
4,3,2,263,2550000
2,1,1,238,1470000
3,1,1,137,725000
5,2,2,780,2140000
4,2,1,596,1630000
2,1,3,238,910000
3,1,2,688,1975000
3,1,1,597,1635000
8,3,3,614,1880000
3,1,2,590,1743000
3,2,2,530,2291000
3,1,3,724,1270000
3,1,2,677,1400000
3,1,1,590,1640000
4,3,2,312,1700000
5,3,2,583,1900000
3,2,1,119,972000
3,1,2,506,1652000
2,1,2,173,735000
3,1,0,282,1210000
1,1,1,85,412000
1,1,1,0,528000
3,1,1,249,1115000
3,2,3,299,1300000
2,1,1,638,320000
4,2,1,459,1500000
3,2,1,192,1260000
4,2,1,373,1210000
3,1,1,318,1200000
1,1,1,1403,315000
2,1,1,153,830000
4,2,4,650,1385000
3,2,1,122,981000
1,1,1,0,418000
2,1,1,430,585000
4,3,2,0,1900000
3,1,2,304,1450000
1,1,0,225,1200000
2,1,1,109,600000
3,1,0,222,1075000
2,1,0,148,884000
3,1,2,80,957000
2,1,1,557,480000
4,2,4,670,1650000
3,1,1,408,1440000
2,1,0,1328,955000
4,1,2,449,1310000
2,1,1,263,1283000
2,1,0,121,1025000
2,1,0,137,1015000
2,1,1,1556,500000
2,1,1,1611,550000
2,1,1,0,460000
1,1,0,365,1185000
2,1,1,0,435000
2,1,1,3886,690000
1,1,1,0,385000
2,1,2,65,632000
2,1,2,0,835000
3,1,3,446,1500000
2,1,1,1097,407500
3,1,2,176,670000
2,1,0,207,825000
3,3,1,131,645000
3,1,1,380,1222000
3,1,2,465,1060000
3,1,1,335,1220000
3,1,1,372,1097000
3,2,1,169,1100000
3,1,1,526,1270000
3,1,2,109,670000
2,1,1,559,640000
3,1,2,683,1200000
2,1,1,0,545000
4,2,2,518,1205000
3,1,1,0,860000
2,1,2,135,599900
4,2,2,780,1540000
4,2,2,190,910000
3,2,3,709,1100000
5,4,4,564,1730000
5,2,2,411,760000
3,1,0,353,794000
3,2,2,746,1360000
4,1,2,607,1207000
6,2,2,665,1591000
2,1,1,153,580000
2,1,1,81,605000
3,2,2,267,975000
3,2,3,620,1465500
2,1,1,271,870000
3,2,4,697,1385000
1,1,1,698,1815000
3,2,4,862,1590000
4,1,2,360,813000
4,2,1,863,1601000
5,1,2,633,1225000
3,1,2,643,1930000
3,2,1,766,2570000
4,2,0,670,2216000
4,1,3,572,2110000
2,1,2,239,855000
2,1,1,512,771000
4,2,3,696,2513000
2,1,3,633,1900000
3,2,2,575,1620000
4,2,1,790,3550000
4,3,2,728,1980000
3,2,2,324,1861000
2,1,0,429,1402000
3,1,2,400,1905000
4,4,3,892,5020000
4,2,2,742,2990000
4,1,1,500,1855000
4,2,2,468,1500000
3,1,1,112,835000
5,3,0,715,3115000
2,1,1,0,913000
4,3,2,789,2510000
5,5,4,2079,8000000
3,2,2,410,1775000
3,2,2,857,3725000
4,2,1,515,3450000
2,1,0,119,1290000
3,1,0,167,1614500
4,1,0,202,1550000
1,1,0,0,595000
4,1,0,223,1300000
5,3,2,268,2450000
4,2,2,273,1201000
2,1,1,0,635000
2,1,1,575,1424000
1,1,1,0,285000
1,1,1,0,305000
3,2,2,271,1105000
3,2,2,515,1200000
3,1,2,1103,945000
2,1,1,2,603000
3,2,2,585,1390000
4,2,2,615,1667000
1,1,1,0,330000
3,1,1,0,577000
2,1,1,0,535000
1,1,1,750,305000
2,1,1,0,550000
2,1,1,0,655000
4,1,1,443,1300000
4,2,2,644,1700000
2,1,1,0,575000
2,2,1,0,742500
3,2,2,265,1000000
2,1,1,534,1104000
2,1,1,0,630000
3,2,1,305,1350000
2,1,2,311,997000
2,1,1,0,490000
3,2,2,235,701000
3,1,2,418,905000
3,2,2,286,988000
3,2,2,213,820000
4,1,2,306,1825000
3,1,1,230,1500000
2,1,1,72,641000
2,1,0,158,1250000
3,1,0,276,1652500
2,1,1,168,1250000
3,1,2,290,1660000
1,1,1,0,465000
2,1,0,194,700000
2,1,0,193,1000000
2,1,1,36,712000
2,1,1,118,1650000
2,1,0,388,495000
2,1,0,275,930000
2,1,1,0,781000
3,1,1,415,995000
2,1,2,0,677776
3,1,1,399,790000
4,2,1,3747,680000
3,2,2,588,1180000
3,1,3,480,940500
3,1,2,120,824000
2,1,2,413,941000
2,1,1,314,775000
3,1,2,391,985000
3,2,0,341,1020000
4,2,1,453,1500000
2,1,1,79,590000
4,2,1,172,1005000
4,2,1,398,901000
3,1,3,414,990000
6,3,4,768,1455000
3,2,2,500,1250000
3,1,1,160,710000
5,3,2,635,1790000
2,1,1,136,650000
3,2,2,531,720000
3,2,2,531,720000
4,2,2,456,1240000
3,1,1,592,875000
3,1,2,560,887000
4,1,1,545,770000
2,1,1,0,330000
2,1,1,0,535000
3,1,2,125,1308000
2,1,1,15900,945000
1,1,0,0,550000
3,1,0,168,1309000
3,1,1,209,1300000
2,1,0,112,888000
3,2,2,0,1000000
3,1,1,117,1350000
2,1,0,117,855000
4,2,2,656,1480000
4,2,2,872,1300000
4,2,2,664,1400000
3,2,2,980,1542000
4,3,2,661,1100000
2,1,1,261,782000
4,3,2,242,1090000
3,2,2,820,1700000
3,1,1,814,1355000
4,2,2,814,1880000
4,3,2,647,1545000
4,2,2,1033,1955000
2,1,1,921,440000
3,2,1,763,1700000
3,1,2,363,1070000
2,1,1,342,745000
4,2,1,267,1400000
3,2,2,359,1400000
5,3,3,900,2020000
1,1,1,0,325000
3,1,1,578,1400000
2,1,1,251,700000
5,2,1,697,1652000
3,1,1,387,1131000
5,3,1,695,1607500
2,1,1,0,450000
1,1,1,845,310000
3,1,1,476,1400000
4,2,2,639,1720000
3,3,2,309,983000
1,1,1,0,330000
4,2,1,230,1162500
2,1,1,179,707000
3,1,1,227,700000
2,2,1,0,510000
2,1,1,0,610000
3,2,1,411,960000
1,1,1,46,350000
1,1,1,62,426500
2,1,1,0,676000
3,1,2,574,1500000
3,1,2,650,700000
3,1,2,585,660000
3,1,3,578,741000
2,1,1,689,949500
3,2,1,207,532000
3,1,1,602,698000
3,2,1,577,687000
3,1,2,585,670000
3,1,2,1069,1000000
2,1,1,196,445000
3,1,2,638,730000
2,1,2,606,725000
3,1,1,540,668000
2,1,1,0,328000
3,3,3,247,543500
2,1,0,204,1200000
1,1,1,0,330000
2,1,0,160,846000
2,1,0,176,1345000
2,2,1,182,1802500
2,1,0,138,1520000
3,1,0,204,1625000
3,1,1,340,2555000
2,1,0,192,1055000
1,1,0,138,950000
2,1,1,186,1100000
3,2,2,226,1250000
2,1,0,274,953000
2,1,1,0,603000
3,1,1,320,940000
5,1,1,432,1550000
2,1,1,0,500000
2,1,1,0,450000
2,1,1,472,390000
3,1,0,251,1205000
3,1,1,180,1085000
2,1,0,209,1060000
3,1,0,143,917000
2,1,1,1783,392500
3,1,1,482,1320000
2,1,0,267,885000
2,2,1,0,485000
3,1,1,219,760000
3,2,3,487,1375000
3,1,1,452,1270000
3,1,1,267,871000
2,1,1,761,360000
1,1,1,0,315000
3,1,0,210,831000
2,1,0,172,882000
3,1,2,272,895000
1,1,1,1162,260000
2,2,1,0,575000
3,2,2,269,1452000
2,2,1,2696,721000
3,1,3,732,1800000
3,2,2,0,1253000
5,2,2,794,1950000
3,1,2,715,2085000
4,3,3,622,1760000
2,1,2,0,710000
4,2,2,586,2340000
3,3,2,662,3310000
3,1,2,453,1601000
2,1,2,97,797000
2,1,1,157,910000
3,2,2,184,1315000
3,1,2,697,683000
3,1,1,1011,1158000
4,1,2,677,793000
3,1,2,742,780000
2,2,1,1137,420000
3,1,2,697,895000
3,1,2,751,885000
3,1,2,663,597500
3,1,2,650,690000
3,1,2,738,822000
3,1,2,587,710000
3,2,4,563,730000
3,1,2,702,901000
3,1,2,674,643000
5,1,1,227,645000
3,1,2,258,595000
3,1,1,697,820000
4,3,2,715,1050000
3,1,1,694,621000
3,1,2,694,705000
3,2,2,0,590000
3,2,2,243,680000
3,1,2,666,935000
3,2,3,300,720000
3,1,2,585,725000
3,1,4,605,740000
4,3,2,530,880000
3,2,1,240,630000
3,1,2,681,1615000
3,2,1,766,2513000
4,2,2,351,1910000
3,2,2,699,1620000
2,1,2,650,1789000
2,2,1,516,837000
4,3,2,684,2500000
2,1,1,136,665000
3,1,1,611,1560000
2,1,1,90,860000
3,1,2,251,1475000
2,1,2,171,840000
3,1,2,338,1700000
1,1,1,0,440000
2,1,1,1063,580000
1,1,1,918,535000
2,1,1,2679,635000
1,1,0,0,317500
1,1,0,322,160000
1,1,1,6494,360000
1,1,1,0,300000
2,1,0,221,1800000
1,1,0,479,275000
3,2,1,126,1300000
3,1,0,269,1525000
2,1,1,201,1620000
3,2,1,254,1985000
3,1,4,368,1750000
4,1,2,383,2100000
2,1,0,0,560000
5,3,4,858,3750000
3,1,1,0,780000
2,1,1,710,500000
3,2,2,0,1264000
2,2,3,0,1462000
1,1,1,2306,440000
3,1,0,305,1575000
2,1,3,325,1320000
4,3,2,667,3600000
4,2,2,729,2425000
3,2,2,224,1890000
1,1,1,71,400500
3,2,2,185,1405000
3,2,1,271,2102000
2,1,1,1536,435000
1,1,1,0,375000
2,1,2,0,555000
2,1,1,0,532000
4,3,2,952,1450000
3,2,0,600,1340000
2,1,1,86,630000
3,2,2,330,1271000
4,3,2,152,610000
2,1,2,733,910000
2,1,1,263,665000
3,1,2,192,575000
4,1,2,374,706000
2,1,1,433,780000
3,2,2,200,601000
3,1,0,592,805000
2,1,0,563,690000
2,1,0,341,682000
3,1,1,317,657000
3,2,1,0,630000
3,1,2,689,880000
3,1,2,489,687000
2,1,2,465,650000
3,1,2,658,855000
2,1,0,391,613000
3,1,2,476,640000
1,1,0,290,442000
3,2,0,747,810000
3,1,3,695,950000
4,1,2,585,725000
3,2,2,246,998000
4,4,2,370,1340000
4,3,4,695,2190000
2,1,1,387,980000
2,1,2,795,720000
3,2,2,377,990000
4,2,1,449,1410000
3,1,4,459,970000
4,2,1,589,1650000
4,2,1,1250,3020000
5,2,2,633,1689000
2,1,1,1465,690000
3,2,2,618,1851000
3,2,1,366,1110000
3,0,0,219,1060000
2,1,2,1003,2100000
5,3,2,737,2325000
3,2,2,1132,2400000
3,1,2,792,1740000
4,2,2,658,646000
3,1,2,557,570000
3,2,4,573,843000
3,2,2,700,835000
3,2,1,162,635000
2,1,2,220,490000
3,1,1,535,745000
3,1,1,703,941000
3,1,4,546,738000
3,1,3,660,912000
3,2,1,224,745000
2,2,2,55,570000
4,2,2,814,885000
5,5,3,609,3800000
2,1,1,0,700000
3,2,2,0,752000
3,1,2,111,690000
1,1,1,0,468000
4,2,0,320,2600000
5,4,2,800,4515000
5,5,2,811,3160000
2,1,1,826,820000
4,4,2,543,2150000
3,1,2,813,1965000
5,3,1,520,2425000
2,1,1,0,643000
3,2,2,247,835000
2,1,1,964,736000
2,1,1,838,590000
3,2,2,422,1402000
3,2,2,270,1205000
3,1,1,276,1190000
4,1,1,318,1205000
3,1,3,555,860000
3,1,2,584,760000
3,1,2,625,873000
2,1,2,206,640000
3,3,2,2787,680000
3,2,2,260,725000
2,1,0,315,472500
3,2,2,159,675000
2,2,1,2787,405000
4,2,2,294,838000
3,1,2,660,930000
1,1,1,0,365000
2,2,1,156,1000000
1,1,1,4721,456000
3,2,2,192,2250000
3,1,2,360,2000000
3,1,2,840,2250000
4,2,2,709,3200000
3,1,2,572,1380000
1,1,1,2410,267500
4,2,2,395,1290000
3,2,2,711,2020000
2,1,1,259,1211000
4,2,2,230,1380000
4,3,2,380,1715157
4,3,2,274,1510000
3,1,2,446,1220000
4,2,2,559,1465000
2,1,1,0,431000
5,3,2,601,1620000
4,3,2,224,1190000
1,1,1,0,432000
4,2,1,0,1850000
1,1,0,0,333000
2,1,0,0,452000
3,2,3,0,895000
1,1,0,0,275000
2,2,1,1136,683000
2,1,1,0,640000
4,2,2,609,1865000
4,2,5,719,2100000
2,1,1,0,442500
3,2,2,624,1587000
4,2,2,636,2365000
1,1,1,0,296000
4,2,3,508,1531000
2,1,1,0,439000
2,1,2,313,1040000
3,2,2,803,1670000
4,2,3,675,1940000
2,2,1,0,560000
2,1,2,428,940000
4,2,3,574,1515000
3,2,1,169,1100000
2,1,1,459,1350000
5,2,2,597,2300000
2,1,2,455,1302500
3,2,2,543,1420200
2,1,2,272,970000
3,1,2,231,1070000
2,2,1,0,542000
3,2,2,275,1240000
4,2,3,431,955000
3,3,2,256,1410000
4,2,2,651,1656000
2,1,1,646,707000
2,1,3,194,770000
2,1,2,1113,582000
2,1,1,0,490000
3,1,2,557,1255000
2,1,1,0,420500
1,1,1,0,261000
2,1,1,77,535000
2,2,1,0,586000
2,1,2,308,926000
4,2,1,402,1230000
4,2,3,480,1560000
3,1,2,1070,2000000
2,1,1,342,820000
3,1,2,588,1530000
3,1,4,644,1400000
3,1,0,484,1200000
3,2,0,367,1325500
2,1,0,165,890000
3,2,2,333,975000
5,2,7,760,1820000
3,2,2,575,900000
3,2,2,315,1410000
1,1,0,622,1700000
4,2,4,540,956000
2,1,2,482,1215000
3,1,2,459,828000
4,1,4,837,1650000
4,2,3,580,2337000
3,1,3,752,1370000
2,1,3,480,1070000
3,1,0,452,1075000
3,1,6,761,1100000
3,1,1,650,1312000
3,1,2,626,960000
3,1,2,657,935000
3,2,1,297,810000
3,1,1,650,1200000
3,2,2,795,850000
3,1,2,597,944000
2,1,1,167,510000
1,1,1,710,325000
3,2,2,202,800000
3,1,1,650,1450000
3,1,1,1218,500000
1,1,0,649,1405000
2,1,1,263,1343000
2,2,1,1106,680000
2,1,1,120,695000
2,1,1,1000,420000
3,1,0,191,1300000
2,1,2,228,995000
5,2,0,406,1750000
4,1,8,728,1822000
1,1,1,0,280000
2,1,1,189,1100000
3,2,1,411,1610000
2,1,1,326,970000
2,2,1,173,970000
4,1,2,557,2990000
2,1,1,181,1050000
2,1,0,259,1290000
2,1,1,1000,471250
3,1,1,534,1235000
2,1,1,161,600000
3,1,2,690,955000
3,1,2,220,601000
3,2,1,341,755000
3,1,3,730,1400000
5,3,2,647,1005000
4,2,2,301,860000
5,3,3,700,1306000
4,2,3,568,1250000
3,1,1,0,648000
4,2,0,1143,2525000
4,2,2,537,1615000
3,1,2,160,655000
5,3,2,707,1351000
3,2,1,570,1205000
2,1,2,257,676000
4,2,2,538,1145000
4,3,4,691,1600000
4,2,2,598,1840000
3,2,2,670,1300000
5,2,2,699,2250000
2,1,1,0,437500
3,2,2,199,960000
4,2,1,618,1486000
4,2,2,314,1425000
1,1,1,0,311500
3,1,1,0,835000
4,3,1,289,3970000
3,2,1,180,2790000
3,2,2,294,755000
2,1,2,531,750000
2,1,1,587,999000
3,1,0,793,800000
4,1,1,593,800000
3,1,1,488,806000
4,1,2,596,770000
2,1,1,136,496000
3,1,1,0,585000
2,1,2,240,540000
3,1,2,321,708000
2,1,1,123,497000
3,1,2,506,800000
4,3,4,590,1395000
2,1,1,134,427500
3,2,1,141,560000
5,3,4,1004,1410000
2,1,1,0,520000
3,1,1,620,1017500
2,1,3,602,910000
5,2,2,706,958000
3,1,1,603,770000
3,3,0,92,1400000
2,1,1,2166,520000
2,1,2,288,1332000
2,2,1,0,801000
3,2,2,368,2400000
2,1,1,7159,575000
2,2,1,98,950000
2,1,1,0,730000
2,2,1,0,1110000
2,2,2,0,2250000
4,3,2,317,2700000
4,1,1,190,1375000
2,1,1,0,600000
2,2,2,21715,1030000
3,1,0,195,1251000
2,1,1,210,1305000
1,1,1,0,550000
2,1,1,2842,645000
2,1,1,72,550000
1,1,1,0,410000
2,2,2,1146,690000
2,1,1,0,630000
2,1,1,8220,685000
2,1,1,479,570000
1,1,0,108,860000
3,1,0,249,880000
2,1,1,0,475000
2,1,1,0,888000
2,1,1,0,413000
3,2,2,572,1190000
2,1,2,465,2000000
